C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C53
62.45,54.261,22.523,66.132,21.928,41.732,40.294,44.183,51.857,41.083,19.697,50,0.22574,3692.1,4541,9.3689,26.571,42.243,2707.2,75.395,120.4,0.35344,80.154,50.746,2636.3,23.932,48.984,3105,22.275,66.472,248.42,341.72,94.683,77.133,31.789,8.853,26.339,6.9918,18.531,1.6593,33.145,13.898,24.169,1.1299,18.337,2.2951,4.845,2.4213,0.019148,0.81736,0.10604,53.141,43.5
62.91,54.158,22.487,61.737,22.198,41.59,39.553,42.668,51.6,41.814,18.584,50,0.22611,3665,4549.5,9.346,26.801,42.753,2705.8,75.323,120.42,0.3546,79.908,50.494,2634.3,26.886,48.33,3104,22.752,66.388,246.27,342.18,94.589,77.097,31.789,8.853,26.339,6.9918,18.531,1.6593,33.145,13.898,24.169,1.1299,18.337,2.2951,4.845,2.4213,0.032362,0.8304,0.10302,53.93,43.792
62.84,54.158,28.446,62.944,22.564,40.939,36.151,49.085,51.406,41.025,17.764,50,0.28404,3601.7,4559.1,9.3305,27.162,41.843,2709.3,74.258,120.39,0.34686,80.083,49.338,2637,23.93,51.102,3104.9,23.083,66.3,246.45,342.35,94.656,77.663,32.277,8.8262,26.091,6.8441,18.796,1.6551,32.484,13.795,23.726,1.1199,18.622,2.2702,4.8967,2.4504,0.032362,0.8304,0.10302,53.93,43.792
62.03,54.441,28.234,61.352,22.431,41.241,38.706,42.05,51.205,41.886,18.988,50,0.2862,3648.4,4535.5,9.2534,26.939,42.432,2711,75.523,120.42,0.34439,80.236,50.206,2639.9,24.375,48.062,3107.6,22.559,66.335,246.69,342.34,94.546,77.666,32.277,8.8262,26.091,6.8441,18.796,1.6551,32.484,13.795,23.726,1.1199,18.622,2.2702,4.8967,2.4504,0.032362,0.8304,0.10302,53.93,43.792
62.81,53.943,23.706,62.437,22.201,39.574,40.614,44.464,51.31,40.701,19.741,50,0.24099,3676.3,4524.4,9.4671,26.879,42.081,2710.3,75.263,120.39,0.33576,80.132,50.854,2639,24.959,49.105,3107.3,22.257,66.334,243.45,342.29,94.683,77.045,32.034,8.7779,26.135,6.9763,18.873,1.6428,33.36,13.954,23.69,1.1859,18.424,2.2778,4.862,2.2465,0.032362,0.8304,0.10302,53.93,43.792
62.96,54.182,23.586,59.978,22.386,39.513,39.262,45.753,51.163,41.748,18.449,50,0.24221,3667.7,4504.5,9.3992,26.677,42.328,2707.7,75.205,120.41,0.33626,79.832,50.395,2636.4,24.743,49.662,3104,22.82,66.28,243.12,342.67,94.466,76.759,32.034,8.7779,26.135,6.9763,18.873,1.6428,33.36,13.954,23.69,1.1859,18.424,2.2778,4.862,2.2465,0.032362,0.8304,0.10302,53.93,43.792
62.21,54.535,26.085,63.485,22.703,41.375,41.172,47.394,51.178,40.81,18.605,50,0.26445,3642.5,4458.3,9.3558,27.214,42.118,2707.1,74.111,120.36,0.3565,79.753,51.044,2636.1,25.208,50.372,3102.3,22.75,66.142,244.53,343.18,94.859,77.195,32.254,8.7059,26.343,6.6946,18.137,1.6492,33.186,13.869,24.278,1.227,18.417,2.2801,4.8165,2.2834,0.0035125,0.82811,0.080089,53.601,44.102
63.11,53.62,26.065,61.218,22.875,42.315,37.221,45.933,50.931,40.781,17.009,50,0.26465,3590.1,4534.7,9.3488,26.857,42.11,2708.2,74.855,120.4,0.3488,79.807,49.701,2636.7,25.012,49.74,3103,23.429,66.094,246.95,342.95,94.621,77.198,32.254,8.7059,26.343,6.6946,18.137,1.6492,33.186,13.869,24.278,1.227,18.417,2.2801,4.8165,2.2834,0.0035125,0.82811,0.080089,53.601,44.102
64.34,54.559,24.094,62.599,22.596,40.402,36.569,45.793,50.931,40.956,17.205,50,0.24315,3664.9,4611,9.1799,27.107,42.21,2710.7,74.663,120.39,0.34691,80.068,49.48,2639.3,24.866,49.68,3107.4,23.327,66.123,246.51,342.4,94.486,77.643,32.465,9.0163,26.081,6.8786,18.282,1.6712,33.214,13.809,23.836,1.2667,18.267,2.2641,4.8219,2.1981,0.0035125,0.82811,0.080089,53.601,44.102
63.91,55.364,24.018,61.892,22.513,40.615,33.723,45.303,51.143,41.973,18.551,50,0.24393,3690.1,4543.7,9.2374,26.919,42.539,2713.3,75.146,120.44,0.34516,80.36,48.513,2642.1,25.131,49.468,3110.9,22.739,66.203,243.66,342.76,94.349,77.907,32.465,9.0163,26.081,6.8786,18.282,1.6712,33.214,13.809,23.836,1.2667,18.267,2.2641,4.8219,2.1981,0.0035125,0.82811,0.080089,53.601,44.102
63.07,55.012,22.025,60.451,22.302,40.136,31.624,47.908,51.076,41.303,16.86,50,0.2198,3650.1,4551.4,9.2639,27.069,42.116,2710,74.705,120.4,0.33618,80.165,47.799,2638.8,23.659,50.594,3107.7,23.469,66.268,243.88,342.22,94.459,77.239,32.378,8.9356,26.752,6.7938,18.84,1.6591,33.311,13.702,24.21,1.073,18.146,2.2778,4.7525,2.2724,0.0035125,0.82811,0.080089,53.601,44.102
62.82,54.856,21.819,62.068,22.341,40.083,37.666,47.048,50.965,41.051,17.429,50,0.2219,3664.7,4564.5,9.4391,26.828,42.459,2707.7,75.92,120.39,0.33661,80.052,49.853,2637.7,23.812,50.222,3104.8,23.238,66.28,243.87,342.32,94.484,76.985,32.378,8.9356,26.752,6.7938,18.84,1.6591,33.311,13.702,24.21,1.073,18.146,2.2778,4.7525,2.2724,0.0013529,0.8063,0.096071,53.171,44.32
62.24,53.854,22.315,61.507,22.084,38.343,38.376,44.119,51.168,41.148,17.245,50,0.22874,3744.1,4536.7,9.3221,26.664,41.982,2706.4,74.646,120.38,0.32652,79.951,50.094,2635.7,24.959,48.957,3103.4,23.315,66.204,240.81,342.28,94.542,77.22,31.923,8.858,26.551,6.8801,18.788,1.6239,32.953,14.12,23.912,1.2026,18.472,2.2469,4.8733,2.3033,0.0013529,0.8063,0.096071,53.171,44.32
63.67,54.092,22.556,60.975,22.308,38.284,35.503,47.598,50.844,41.331,13.641,50,0.22629,3660.8,4516.9,9.2483,26.78,42.386,2704.5,74.947,120.39,0.327,79.783,49.117,2634,25.088,50.46,3102.2,24.854,66.161,243.7,341.9,94.539,76.734,31.923,8.858,26.551,6.8801,18.788,1.6239,32.953,14.12,23.912,1.2026,18.472,2.2469,4.8733,2.3033,0.0013529,0.8063,0.096071,53.171,44.32
63.08,54.423,26.655,61.285,22.448,44.113,37.215,43.685,50.836,41.504,16.342,50,0.27349,3653.7,4499.4,9.3599,27.247,42.248,2705,74.975,120.41,0.37195,79.907,49.699,2633.2,24.627,48.769,3101.6,23.701,66.137,243.06,341.68,94.629,77.336,32.101,8.9765,26.112,6.8481,18.844,1.669,32.687,13.82,23.936,1.2359,19.047,2.2619,4.852,2.3435,0.0013529,0.8063,0.096071,53.171,44.32
62.83,54.256,26.909,61.1,22.131,44.022,42.419,49.881,50.7,41.29,18.83,50,0.2709,3668.1,4513.3,9.2704,26.62,42.592,2703.5,74.915,120.37,0.3727,79.949,51.468,2632.8,24.507,51.446,3100.7,22.659,66.135,243.82,342.07,94.661,77.137,32.101,8.9765,26.112,6.8481,18.844,1.669,32.687,13.82,23.936,1.2359,19.047,2.2619,4.852,2.3435,0.0013529,0.8063,0.096071,53.171,44.32
63.66,54.188,25.439,62.494,22.749,40.355,42.042,47.176,50.19,41.656,18.632,50,0.25505,3637.5,4506.9,9.3028,26.887,42.199,2705.3,74.815,120.42,0.33866,80.099,51.34,2634.3,26.349,50.277,3100.2,22.736,66.115,242.14,342.33,94.544,77.431,32.325,8.8278,26.489,6.7478,18.977,1.6686,33.108,13.882,23.531,1.3637,19.248,2.3173,4.7258,2.2658,0.020277,0.83219,0.11642,54.019,43.53
63.58,54.148,25.368,63.411,22.181,40.323,32.847,44.579,49.95,41.077,19.462,50,0.25577,3642,4510.3,9.3364,26.383,42.168,2706.1,75.49,120.4,0.33893,80.288,48.215,2635.4,24.245,49.155,3102.6,22.376,66.186,241.14,341.87,94.544,77.47,32.325,8.8278,26.489,6.7478,18.977,1.6686,33.108,13.882,23.531,1.3637,19.248,2.3173,4.7258,2.2658,0.020277,0.83219,0.11642,54.019,43.53
63.82,53.664,23.103,59.682,21.924,41.089,44.202,41.966,49.856,41.004,18.794,50,0.23495,3683.9,4521.5,9.3279,26.625,42.745,2704,74.182,120.4,0.34657,80.242,52.074,2632,25.196,48.026,3101.7,22.66,66.2,238.5,341.09,94.467,77.252,32.864,8.8873,25.811,6.8822,18.886,1.6807,32.881,13.903,24.017,1.1458,19.076,2.2004,4.7501,2.3348,0.020277,0.83219,0.11642,54.019,43.53
63.54,54.348,23.06,62.016,21.903,40.951,33.955,44.289,49.517,41.154,22.438,50,0.23538,3699.8,4464.3,9.3197,26.47,42.074,2702.2,75.295,120.41,0.3477,80.24,48.592,2631.7,25.093,49.03,3098.6,21.127,66.179,238.65,341.22,94.552,77.208,32.864,8.8873,25.811,6.8822,18.886,1.6807,32.881,13.903,24.017,1.1458,19.076,2.2004,4.7501,2.3348,0.020277,0.83219,0.11642,54.019,43.53
63.37,53.654,17.568,61.305,22.022,41.445,36.707,47.334,49.357,39.984,20.141,50,0.17856,3645.2,4538.8,9.3537,26.669,41.943,2696.4,75.427,120.36,0.34908,79.964,49.527,2624.6,26.617,50.346,3093.8,22.113,66.128,236.8,341.25,94.7,76.809,32.101,8.872,26.165,6.7435,18.651,1.6412,33.412,13.876,23.654,1.2475,18.4,2.2641,4.8619,2.2804,0.020277,0.83219,0.11642,54.019,43.53
63.12,53.929,17.622,60.26,22.302,41.747,36.909,46.073,49.659,41.343,17.267,50,0.17802,3659.9,4515.8,9.2704,26.851,41.977,2696.4,75.767,120.4,0.3466,80.084,49.595,2624.7,24.219,49.801,3092.4,23.31,66.06,236.91,341.05,94.726,77.333,32.101,8.872,26.165,6.7435,18.651,1.6412,33.412,13.876,23.654,1.2475,18.4,2.2641,4.8619,2.2804,0.01637,0.8397,0.10598,53.68,43.222
63.58,53.966,24.626,62.961,21.872,41.329,38.766,43.493,49.473,40.659,17.434,50,0.24828,3707.2,4561.1,9.4846,26.991,41.829,2696.2,74.904,120.41,0.34506,80.127,50.226,2624.2,25.65,48.686,3094.4,23.25,66.069,238.48,340.07,94.677,77.04,32.257,8.894,26.344,7.0655,18.85,1.6742,33.123,13.865,23.479,1.2066,18.592,2.2686,4.7899,2.3091,0.01637,0.8397,0.10598,53.68,43.222
63.62,54.223,24.567,60.837,21.813,41.121,35.84,45.619,49.405,41.056,18.583,50,0.24887,3704.7,4539.6,9.3444,26.828,42.221,2696.4,74.921,120.41,0.34676,80.175,49.232,2624.8,26.693,49.605,3095.5,22.762,66.071,238.72,339.54,94.536,77.306,32.257,8.894,26.344,7.0655,18.85,1.6742,33.123,13.865,23.479,1.2066,18.592,2.2686,4.7899,2.3091,0.01637,0.8397,0.10598,53.68,43.222
61.87,54.039,22.972,60.419,22.267,41.253,37.621,47.533,49.678,40.835,17.249,50,0.23506,3641.2,4514.5,9.3051,26.991,42.155,2697.9,75.691,120.39,0.34369,80.462,49.837,2626.8,25.562,50.432,3095,23.307,66.116,235.1,340.06,94.728,77.626,32.043,8.981,26.609,6.9226,19.127,1.6834,32.834,13.828,23.35,1.1446,18.524,2.3049,4.8576,2.3231,0.01637,0.8397,0.10598,53.68,43.222
62.24,54.34,23.157,61.249,21.662,41.235,31.429,46.645,49.556,40.642,17.224,50,0.23318,3619.9,4489.4,9.3568,27.132,42.457,2697.2,74.703,120.39,0.34385,80.446,47.733,2624.6,25.45,50.048,3097.2,23.319,66.167,235.87,339.59,94.701,77.359,32.043,8.981,26.609,6.9226,19.127,1.6834,32.834,13.828,23.35,1.1446,18.524,2.3049,4.8576,2.3231,0.01637,0.8397,0.10598,53.68,43.222
63.04,54.037,25.122,61.979,21.684,40.881,34.028,47.041,49.709,40.471,17.522,50,0.25531,3640.4,4454.9,9.2655,26.876,41.983,2696.6,75.011,120.39,0.33907,80.281,48.616,2625.2,25.188,50.219,3095.5,23.21,66.187,235.74,339.6,94.769,76.891,32.233,8.9626,26.461,6.9345,18.732,1.7001,32.744,13.61,23.74,1.2208,18.943,2.2742,4.8942,2.3667,0.022476,0.83911,0.096971,53.374,45.022
62.22,53.325,25.056,59.46,21.481,40.41,41.449,45.363,49.696,40.433,17.565,50,0.25598,3687.6,4514.4,9.3781,26.746,42.241,2695.2,75.05,120.4,0.34293,80.067,51.138,2623.1,25.213,49.494,3093.5,23.196,66.128,236.29,339.37,94.686,77.109,32.233,8.9626,26.461,6.9345,18.732,1.7001,32.744,13.61,23.74,1.2208,18.943,2.2742,4.8942,2.3667,0.022476,0.83911,0.096971,53.374,45.022
62.86,54.35,23.281,60.419,21.648,37.352,36.912,47.261,49.661,40.8,19.183,50,0.23843,3642,4507.6,9.3589,26.58,42.103,2697.7,74.464,120.41,0.31877,80.218,49.596,2626,24.838,50.314,3096.4,22.508,66.089,237.11,339.76,94.923,77.33,31.942,8.7474,26.408,6.8215,18.682,1.6768,32.767,13.921,23.48,1.3232,18.849,2.2591,4.8633,2.3509,0.022476,0.83911,0.096971,53.374,45.022
62.58,53.906,23.382,61.867,21.695,38.205,40.613,47.989,49.675,40.995,19.818,50,0.23741,3658.1,4544.7,9.2431,26.94,42.409,2699.5,76.099,120.4,0.31178,80.334,50.854,2627.3,27.219,50.629,3099.3,22.235,66.104,237.36,339.52,94.512,77.39,31.942,8.7474,26.408,6.8215,18.682,1.6768,32.767,13.921,23.48,1.3232,18.849,2.2591,4.8633,2.3509,0.022476,0.83911,0.096971,53.374,45.022
62.66,53.888,26.403,61.656,21.665,41.819,37.087,52.103,49.706,40.152,18.729,50,0.2651,3711.4,4557.4,9.2539,26.858,42.401,2699.4,75.948,120.41,0.34985,80.288,49.656,2628.2,25.251,52.406,3099.8,22.703,66.088,237.38,339.63,94.728,77.133,32.07,9.0144,26.343,6.856,19.038,1.6723,33.533,13.813,23.951,1.3939,19.384,2.2948,4.861,2.3255,0.022476,0.83911,0.096971,53.374,45.022
63.40,54.562,26.172,59.303,21.025,41.972,34.739,49.152,49.492,41.107,16.57,50,0.26745,3668.1,4501.1,9.4538,26.62,42.325,2697,75.201,120.42,0.3486,80.057,48.858,2624.3,27.006,51.131,3098.7,23.618,66.09,240.11,339.27,94.622,77.14,32.07,9.0144,26.343,6.856,19.038,1.6723,33.533,13.813,23.951,1.3939,19.384,2.2948,4.861,2.3255,0.018806,0.84183,0.10042,53.94,43.904
62.56,54.174,25.032,61.207,21.941,40.569,39.341,46.177,49.611,40.65,19.018,50,0.25803,3702,4459.2,9.3366,27.097,42.189,2699.3,75.053,120.42,0.33684,80.31,50.422,2628.1,25.841,49.846,3098.4,22.577,66.059,239.16,339.48,94.583,77.426,32.072,8.9808,26.058,6.951,19.195,1.7421,33.074,13.734,24.046,1.1316,18.669,2.258,4.8515,2.3362,0.018806,0.84183,0.10042,53.94,43.904
62.49,53.296,25.214,60.545,21.318,40.678,42.714,44.819,49.635,41.374,19.256,50,0.25618,3706.2,4532.6,9.4033,26.62,42.564,2700.4,75.307,120.43,0.33594,80.481,51.568,2628.7,24.944,49.259,3100.1,22.458,66.115,239.22,339.12,94.582,77.784,32.072,8.9808,26.058,6.951,19.195,1.7421,33.074,13.734,24.046,1.1316,18.669,2.258,4.8515,2.3362,0.018806,0.84183,0.10042,53.94,43.904
62.60,53.511,25.385,62.789,21.556,39.491,41.079,45.824,49.716,41.113,18.913,50,0.25651,3650.3,4477.7,9.2299,26.771,42.44,2699.8,75.05,120.4,0.32766,80.469,51.012,2627.6,26.002,49.693,3099.7,22.611,66.2,238.62,339.45,94.57,77.214,32.382,9.0349,26.293,6.8077,19.012,1.6462,32.726,14.025,23.771,1.328,19.146,2.2986,4.8591,2.3347,0.018806,0.84183,0.10042,53.94,43.904
63.11,53.195,25.344,59.319,21.839,39.263,38.968,43.541,49.84,41.527,16.839,50,0.25693,3620.6,4504,9.4454,26.924,42.162,2699.5,75.472,120.4,0.32953,80.423,50.295,2627.9,26.317,48.707,3098.5,23.479,66.203,237.51,339.62,94.724,77.391,32.382,9.0349,26.293,6.8077,19.012,1.6462,32.726,14.025,23.771,1.328,19.146,2.2986,4.8591,2.3347,0.018806,0.84183,0.10042,53.94,43.904
63.28,53.649,22.35,61.669,21.582,43.459,33.873,45.3,49.942,41.078,17.684,50,0.22652,3683.7,4499.1,9.3809,26.656,42.512,2696.8,75.02,120.38,0.35973,80.269,48.563,2625.7,24.273,49.467,3096.2,23.127,66.182,237.55,339.81,94.587,77.302,32.246,8.9222,26.271,6.9567,18.875,1.7023,32.744,13.888,23.852,1.2305,18.634,2.2806,4.8868,2.3545,0.01004,0.85176,0.085743,53.299,44.149
63.44,53.276,22.363,62.69,21.419,43.211,40.832,46.767,49.904,41.034,19.491,50,0.22639,3674.5,4530.3,9.1211,26.971,42.729,2693.8,74.762,120.41,0.36177,80.124,50.928,2621.7,25.413,50.101,3094.8,22.382,66.158,238.73,338.95,94.766,77.04,32.246,8.9222,26.271,6.9567,18.875,1.7023,32.744,13.888,23.852,1.2305,18.634,2.2806,4.8868,2.3545,0.01004,0.85176,0.085743,53.299,44.149
62.53,53.467,23.402,61.305,21.523,42.11,37.567,50.775,49.82,39.729,18.636,50,0.23962,3651.4,4540.2,9.4329,26.597,42.087,2694.6,73.755,120.36,0.34228,80.103,49.819,2623.2,26.293,51.833,3093,22.745,66.107,240.42,339.7,94.651,77.197,31.834,8.9351,26.202,6.94,18.624,1.6403,33.465,13.884,23.593,1.6328,19.145,2.322,4.8476,2.3696,0.01004,0.85176,0.085743,53.299,44.149
62.74,54.142,23.375,62.464,21.873,41.364,34.945,47.533,50.083,41.448,16.846,50,0.2399,3639.3,4483.8,9.3094,27.054,42.031,2697.9,74.462,120.41,0.34839,80.397,48.928,2626,26.539,50.432,3095.2,23.477,66.117,238.21,339.5,94.7,77.679,31.834,8.9351,26.202,6.94,18.624,1.6403,33.465,13.884,23.593,1.6328,19.145,2.322,4.8476,2.3696,0.01004,0.85176,0.085743,53.299,44.149
62.52,53.844,27.444,62.363,21.204,41.636,36.312,46.912,49.977,40.366,16.319,50,0.2812,3656.5,4560.3,9.2907,26.886,42.218,2698.4,75.494,120.4,0.34609,80.463,49.392,2626,26.547,50.163,3099.2,23.706,66.177,240.08,339.22,94.656,77.276,32.275,8.9045,26.248,6.8773,18.984,1.6964,32.484,13.883,23.721,1.3261,18.599,2.2614,4.8528,2.2483,0.01004,0.85176,0.085743,53.299,44.149
62.36,54.792,27.54,61.726,21.423,41.573,34.717,45.556,50.396,41.234,18.112,50,0.28022,3666.1,4481.2,9.3637,26.91,42.23,2699.6,75,120.39,0.34661,80.483,48.85,2627.9,25.093,49.577,3100.7,22.941,66.24,239.12,338.93,94.674,77.463,32.275,8.9045,26.248,6.8773,18.984,1.6964,32.484,13.883,23.721,1.3261,18.599,2.2614,4.8528,2.2483,0.025396,0.8517,0.085479,53.867,43.893
62.67,53.688,23.64,62.089,21.677,41.444,39.028,47.32,50.405,41.144,16.507,50,0.23731,3678.4,4499.2,9.4089,26.865,42.157,2696.9,75.915,120.4,0.34831,80.141,50.315,2625,23.83,50.34,3096.7,23.647,66.219,241.03,339.49,94.717,76.668,32.408,8.8445,26.229,6.8757,18.871,1.6834,32.906,13.805,23.555,1.1753,18.738,2.2284,4.8816,2.2872,0.025396,0.8517,0.085479,53.867,43.893
62.78,53.877,23.359,61.39,21.739,41.373,37.22,41.891,50.345,40.409,16.973,50,0.24017,3672.1,4483.4,9.2082,27.117,42.699,2696.4,75.214,120.41,0.3489,80,49.701,2624.4,26.175,47.994,3095.3,23.442,66.161,243.8,339.99,94.705,77.376,32.408,8.8445,26.229,6.8757,18.871,1.6834,32.906,13.805,23.555,1.1753,18.738,2.2284,4.8816,2.2872,0.025396,0.8517,0.085479,53.867,43.893
62.73,54.009,22.027,61.191,21.677,40.276,40.124,48.307,50.625,41.364,18.622,50,0.22489,3676.5,4493.5,9.4186,26.801,42.425,2698.6,74.116,120.41,0.34101,80.223,50.688,2626.7,25.651,50.766,3096.3,22.744,66.141,242.74,339.75,94.653,77.381,32.332,9.1223,26.119,6.6559,18.712,1.654,32.753,13.853,23.864,1.1123,19.464,2.2944,4.9141,2.3481,0.025396,0.8517,0.085479,53.867,43.893
63.71,53.964,22.088,59.254,21.905,40.602,38.916,45.38,50.796,41.875,18.57,50,0.22427,3619.1,4497.2,9.3181,26.881,42.144,2700.4,75.299,120.41,0.33834,80.389,50.277,2627.9,25.155,49.501,3099.3,22.748,66.176,242.86,339.56,94.637,77.876,32.332,9.1223,26.119,6.6559,18.712,1.654,32.753,13.853,23.864,1.1123,19.464,2.2944,4.9141,2.3481,0.025396,0.8517,0.085479,53.867,43.893
64.04,53.791,22.517,59.797,21.722,40.756,37.443,50.142,50.897,41.828,18.348,50,0.23072,3718.4,4544.1,9.4068,26.746,42.393,2702.1,74.597,120.44,0.34752,80.581,49.777,2630.5,24.449,51.559,3101.9,22.84,66.278,244,339.44,94.523,77.555,32.146,8.8627,26.136,6.6572,18.649,1.7048,32.963,13.941,23.705,1.273,18.655,2.2794,4.8111,2.3607,0.029946,0.8374,0.093308,53.39,43.522
64.02,54.064,22.632,58.999,21.263,41.296,30.452,43.601,51.178,41.142,17.209,50,0.22955,3719.4,4521.3,9.3411,26.849,42.415,2700.2,74.575,120.42,0.34309,80.521,47.401,2627.3,25.79,48.732,3102,23.324,66.368,242.89,338.92,94.335,77.217,32.146,8.8627,26.136,6.6572,18.649,1.7048,32.963,13.941,23.705,1.273,18.655,2.2794,4.8111,2.3607,0.029946,0.8374,0.093308,53.39,43.522
65.22,54.107,24.637,62.056,21.307,42.11,44.022,48.941,51.441,41.127,18.316,50,0.24416,3661.7,4531.9,9.3708,26.531,42.495,2696.2,75.244,120.4,0.3568,80.33,52.012,2625,23.997,51.04,3097.9,22.863,66.37,242.04,338.79,94.508,77.123,32.341,8.9138,25.99,6.8931,18.837,1.6401,33.11,13.719,23.935,1.2863,19.173,2.2445,4.8293,2.2423,0.029946,0.8374,0.093308,53.39,43.522
63.81,54.167,24.346,61.738,21.083,42.047,42.801,45.762,51.505,41.624,17.072,50,0.24713,3743.8,4526.9,9.2726,26.98,42.37,2693,74.431,120.41,0.35732,80.207,51.597,2621.2,23.183,49.666,3096.7,23.394,66.356,243.4,337.77,94.412,77.073,32.341,8.9138,25.99,6.8931,18.837,1.6401,33.11,13.719,23.935,1.2863,19.173,2.2445,4.8293,2.2423,0.029946,0.8374,0.093308,53.39,43.522
63.05,53.867,22.598,61.653,21.595,39.323,36.078,42.118,51.441,42.246,21.331,50,0.22607,3673.2,4513.9,9.3618,26.93,42.663,2694,75.046,120.43,0.33083,80.324,49.313,2622.2,25.938,48.092,3093.7,21.593,66.345,246.24,338.7,94.551,77.325,32.531,8.7829,26.211,6.883,18.888,1.6627,33.013,13.732,23.88,1.1826,19,2.2568,4.8256,2.2737,0.029946,0.8374,0.093308,53.39,43.522
63.69,53.927,22.56,60.973,21.139,39.415,38.158,45.22,51.349,40.264,16.47,50,0.22646,3636.1,4508.9,9.4424,26.972,42.231,2692.2,75.505,120.38,0.33008,80.319,50.02,2620.1,25.393,49.432,3094.4,23.647,66.375,245.42,338.54,94.684,77.179,32.531,8.7829,26.211,6.883,18.888,1.6627,33.013,13.732,23.88,1.1826,19,2.2568,4.8256,2.2737,0.019449,0.83627,0.089379,54.246,45.008
63.20,53.707,20.522,60.18,21.43,39.409,37.866,44.693,51.515,41.275,17.288,50,0.2051,3669.3,4515.5,9.2928,26.944,42.04,2693.8,75.339,120.4,0.33183,80.408,49.92,2622,25.375,49.205,3093.6,23.3,66.391,243.93,338.27,94.56,77.232,31.94,8.8814,26.754,7.1119,18.914,1.6776,32.954,14.022,23.347,1.3099,18.929,2.2827,4.8995,2.3846,0.019449,0.83627,0.089379,54.246,45.008
62.64,53.366,20.15,59.293,21.376,39.314,40.522,50.251,51.391,39.988,15.644,50,0.20888,3701.8,4544,9.299,26.712,42.265,2694,75.286,120.39,0.33261,80.384,50.823,2621.7,25.484,51.606,3093.8,24.001,66.412,245.67,338.15,94.689,76.991,31.94,8.8814,26.754,7.1119,18.914,1.6776,32.954,14.022,23.347,1.3099,18.929,2.2827,4.8995,2.3846,0.019449,0.83627,0.089379,54.246,45.008
62.31,53.979,25.912,61.617,20.901,43.906,36.682,47.071,51.606,40.589,19.751,50,0.26372,3598.4,4485.7,9.2856,27.01,42.366,2690,74.92,120.39,0.35921,80.094,49.518,2617.1,24.785,50.232,3093,22.283,66.385,243.64,337.56,94.776,76.848,31.982,8.937,26.233,6.9982,19.179,1.6807,32.743,13.911,23.562,1.1572,19.02,2.2683,4.851,2.2591,0.019449,0.83627,0.089379,54.246,45.008
62.16,53.839,25.795,60.751,21.604,43.375,30.187,49.359,51.582,40.668,18.017,50,0.26492,3606.6,4497.4,9.3347,26.63,41.805,2695.3,74.562,120.38,0.36356,80.354,47.311,2623.6,27.396,51.221,3093.3,22.994,66.337,244.33,338.82,94.864,77.609,31.982,8.937,26.233,6.9982,19.179,1.6807,32.743,13.911,23.562,1.1572,19.02,2.2683,4.851,2.2591,0.019449,0.83627,0.089379,54.246,45.008
62.39,53.678,25.468,59.88,21.301,42.103,34.443,45.549,51.437,40.908,15.698,50,0.26493,3641.9,4452.8,9.3388,26.852,42.476,2696.4,74.98,120.38,0.3514,80.438,48.757,2624.8,27.53,49.574,3097,23.969,66.392,246,337.95,94.74,77.455,32.509,8.8323,26.136,6.9279,19.131,1.6516,32.61,13.925,24.029,1.2458,19.095,2.2469,4.846,2.4219,0.014637,0.83992,0.084552,53.753,43.585
62.17,53.524,25.734,61.688,21.311,42.297,41.281,47.587,51.614,41.024,16.149,50,0.26222,3654.9,4465.7,9.4542,26.983,41.884,2697.6,74.4,120.4,0.34981,80.46,51.081,2625.6,25.035,50.455,3099.3,23.765,66.417,244.23,338.53,94.722,77.745,32.509,8.8323,26.136,6.9279,19.131,1.6516,32.61,13.925,24.029,1.2458,19.095,2.2469,4.846,2.4219,0.014637,0.83992,0.084552,53.753,43.585
62.78,53.787,20.507,61.733,21.11,42.401,37.773,48.416,51.648,40.929,16,50,0.21213,3650.8,4448.2,9.3044,26.825,42.161,2698.5,74.803,120.4,0.3532,80.533,49.889,2626.5,26.939,50.813,3099.5,23.83,66.471,244.06,338.43,94.833,77.539,31.905,8.8655,26.582,7.0797,19.388,1.6759,32.677,13.796,23.907,1.3106,19.272,2.2818,4.9329,2.3454,0.014637,0.83992,0.084552,53.753,43.585
63.15,53.316,20.744,60.144,21.077,42.294,38.766,47.212,51.543,40.884,17.111,50,0.20972,3629.2,4487.5,9.3512,26.93,42.159,2697.3,75.09,120.43,0.35407,80.489,50.226,2625.1,25.505,50.293,3099.9,23.357,66.47,245.42,338.35,94.638,77.502,31.905,8.8655,26.582,7.0797,19.388,1.6759,32.677,13.796,23.907,1.3106,19.272,2.2818,4.9329,2.3454,0.014637,0.83992,0.084552,53.753,43.585
62.40,52.881,26.333,63.95,21.11,40.764,41.4,43.177,51.646,40.193,19.325,50,0.2693,3588.7,4464.3,9.2656,26.768,42.291,2697.8,74.222,120.37,0.33884,80.402,51.121,2625.6,23.935,48.55,3098.6,22.435,66.479,244.47,338.56,94.851,77.166,31.591,8.9963,26.204,6.8902,19.423,1.7013,32.87,13.871,23.735,1.1491,18.942,2.2815,4.8265,2.2823,0.014637,0.83992,0.084552,53.753,43.585
